restaurant_id,title,description,categoryName,address,phone,totalScore,categories,reviewsCount,reviewsDistribution,checkInDate,checkOutDate,full_address
0edd8704cbb34e2f,The Hangar Restaurant & Flight Lounge,"Relaxed eatery & bar offering comfort food, drinks, an outdoor patio & views of planes taking off.",Restaurant,"Second Floor Albert Whitted Airport, 540 1st St S, St. Petersburg, FL 33701",(727) 823-7767,4.4,"['Restaurant', 'Lounge']",3679,"{'oneStar': 127, 'twoStar': 111, 'threeStar': 267, 'fourStar': 809, 'fiveStar': 2365}",,,"Second Floor Albert Whitted Airport, 540 1st St S, St. Petersburg, Florida, 33701, US"
80dbe7f36e2353db,Shiso Crispy,,Asian fusion restaurant,"1431 Central Ave, St. Petersburg, FL 33705",(727) 420-0704,4.6,"['Asian fusion restaurant', 'Asian restaurant', 'Japanese restaurant', 'Rice restaurant', 'Vegan restaurant']",971,"{'oneStar': 65, 'twoStar': 19, 'threeStar': 23, 'fourStar': 26, 'fiveStar': 838}",,,"1431 Central Ave, St. Petersburg, Florida, 33705, US"
6965a93b21240cd6,Mr. Dunderbak's Restaurant and Brewery,European-style beer garden delivering an extensive selection of beer plus German & American eats.,Brewpub,"14929 Bruce B Downs Blvd, Tampa, FL 33613",(813) 977-4104,4.7,"['Brewpub', 'Beer garden', 'Beer store', 'Brewery', 'Deli', 'Gastropub', 'German restaurant', 'Market', 'Restaurant']",2816,"{'oneStar': 47, 'twoStar': 48, 'threeStar': 69, 'fourStar': 326, 'fiveStar': 2326}",,,"14929 Bruce B Downs Blvd, Tampa, Florida, 33613, US"
751ae791398b4060,Clear Sky on Cleveland,Popular eatery offering traditional American & global dishes in an airy venue with patio seating.,Restaurant,"418 Cleveland St, Clearwater, FL 33755",(727) 754-7244,4.6,"['Restaurant', 'American restaurant', 'Bar', 'Bistro', 'Caterer', 'Family restaurant', 'Seafood restaurant', 'Steak house']",3216,"{'oneStar': 109, 'twoStar': 71, 'threeStar': 145, 'fourStar': 468, 'fiveStar': 2423}",,,"418 Cleveland St, Clearwater, Florida, 33755, US"
463f8f3538043175,Babushka's - Temple Terrace,"Borsht, pierogies & other classic Russian dishes in a homey dining room featuring kitschy decor.",Eastern European restaurant,"12639 N 56th St, Temple Terrace, FL 33617",(813) 515-7415,4.6,"['Eastern European restaurant', 'Bakery', 'Beer hall', 'European restaurant', 'Georgian restaurant', 'Polish restaurant', 'Russian restaurant', 'Ukrainian restaurant', 'Wine bar']",1065,"{'oneStar': 30, 'twoStar': 24, 'threeStar': 36, 'fourStar': 125, 'fiveStar': 850}",,,"12639 N 56th St, Temple Terrace, Florida, 33617, US"
f94773b377c23414,The Eagle's Nest Restaurant,,Bar & grill,"10880 Stringfellow Rd, Bokeelia, FL 33922",(239) 558-5577,4.4,"['Bar & grill', 'Bar', 'Barbecue restaurant', 'Cuban restaurant', 'Live music venue', 'Lunch restaurant', 'Pizza restaurant', 'Pub', 'Seafood restaurant', 'Steak house']",256,"{'oneStar': 17, 'twoStar': 7, 'threeStar': 7, 'fourStar': 40, 'fiveStar': 185}",,,"10880 Stringfellow Rd, Bokeelia, Florida, 33922, US"
b621c3bbb7bea107,Miggs Craft Kitchen,,Restaurant,"1582 Main St, Dunedin, FL 34698",(727) 238-8951,4.8,"['Restaurant', 'American restaurant', 'Asian fusion restaurant', 'Breakfast restaurant', 'French restaurant', 'Italian restaurant', 'Lunch restaurant', 'Mediterranean restaurant', 'Spanish restaurant']",501,"{'oneStar': 8, 'twoStar': 8, 'threeStar': 13, 'fourStar': 24, 'fiveStar': 448}",,,"1582 Main St, Dunedin, Florida, 34698, US"
4795ab65517f0502,Doodle Noodle Bar,,Asian fusion restaurant,"9620 W Linebaugh Ave, Tampa, FL 33626, United States",+1 813-575-1946,4.6,"['Asian fusion restaurant', 'Asian restaurant', 'Cocktail bar', 'Cold noodle restaurant', 'Noodle shop', 'Pho restaurant', 'Ramen restaurant', 'Rice restaurant', 'Udon noodle restaurant']",1352,"{'oneStar': 59, 'twoStar': 40, 'threeStar': 63, 'fourStar': 102, 'fiveStar': 1088}",,,"9620 W Linebaugh Ave, Tampa, Florida, 33626, US"
42e37cfd9c78e6d6,Seoul Korean Restaurant,,Korean restaurant,"5926 Premier Way #116, Naples, FL 34109",(239) 653-9406,4.6,['Korean restaurant'],433,"{'oneStar': 22, 'twoStar': 5, 'threeStar': 16, 'fourStar': 34, 'fiveStar': 356}",,,"5926 Premier Way #116, Naples, Florida, 34109, US"
d1a95489f6d0e8e9,Keylime Bistro,"Upbeat, tropical-themed American bistro with a patio, live music & a signature Key lime pie.",Restaurant,"11509 Andy Rosse Lane, Captiva, FL 33924",(239) 395-4000,4.4,"['Restaurant', 'American restaurant']",1341,"{'oneStar': 55, 'twoStar': 41, 'threeStar': 98, 'fourStar': 255, 'fiveStar': 892}",,,"11509 Andy Rosse Lane, Captiva, Florida, 33924, US"
897e875af32a65fc,La Ola Surfside Restaurant at Fort Myers Beach,"Festive choice near the beach with a spacious patio, live music, tropical drinks & Tex-Mex dishes.",American restaurant,"1035 Estero Blvd, Fort Myers Beach, FL 33931",(239) 765-2222,4.4,['American restaurant'],805,"{'oneStar': 53, 'twoStar': 22, 'threeStar': 52, 'fourStar': 135, 'fiveStar': 543}",,,"1035 Estero Blvd, Fort Myers Beach, Florida, 33931, US"
af6a79ebfffe7e1c,Little Bar Restaurant,"Low-key oceanside eatery offering a large variety of seafood plus steaks, beer & cocktails.",Restaurant,"205 Harbor Pl N, Goodland, FL 34140",(239) 394-5663,4.6,"['Restaurant', 'Caribbean restaurant', 'Cocktail bar', 'Crab house', 'Floridian restaurant', 'Live music venue', 'Seafood restaurant', 'Steak house']",1519,"{'oneStar': 36, 'twoStar': 28, 'threeStar': 72, 'fourStar': 257, 'fiveStar': 1126}",,,"205 Harbor Pl N, Goodland, Florida, 34140, US"
efbc1961d9fa233c,Buzz's Lighthouse Restaurant,"Casual establishment providing sandwiches & seafood, plus a full bar & deck seating with Gulf views.",Family restaurant,"9180 Gulf Shore Dr, Naples, FL 34108",(239) 734-9180,4.5,"['Family restaurant', 'Restaurant']",1080,"{'oneStar': 40, 'twoStar': 27, 'threeStar': 69, 'fourStar': 202, 'fiveStar': 742}",,,"9180 Gulf Shore Dr, Naples, Florida, 34108, US"
d860d48d0121bfc9,Deep Lagoon,Industrial-chic seafood restaurant & market where diners can choose their catch.,Seafood restaurant,"8777 Tamiami Trl N, Naples, FL 34108",(239) 880-3337,4.4,"['Seafood restaurant', 'Restaurant', 'Seafood market']",1445,"{'oneStar': 70, 'twoStar': 44, 'threeStar': 118, 'fourStar': 263, 'fiveStar': 950}",,,"8777 Tamiami Trl N, Naples, Florida, 34108, US"
f604a5de35c4db8d,Doc's Beach House,"Simple American eatery offers sunset views & casual eats in a simple, no-frills space.",American restaurant,"27908 Hickory Blvd, Bonita Springs, FL 34134",(239) 992-6444,4.3,"['American restaurant', 'Chicken wings restaurant', 'Hamburger restaurant', 'Pizza restaurant', 'Seafood restaurant', 'Sports bar', 'Taco restaurant']",4386,"{'oneStar': 169, 'twoStar': 196, 'threeStar': 388, 'fourStar': 947, 'fiveStar': 2686}",,,"27908 Hickory Blvd, Bonita Springs, Florida, 34134, US"
9be2caa07e6ddfcb,Veranda Bar & Grill,,Restaurant,"11800 Coconut Plantation Dr, Bonita Springs, FL 34134",,4.8,['Restaurant'],20,"{'oneStar': 0, 'twoStar': 0, 'threeStar': 1, 'fourStar': 3, 'fiveStar': 16}",,,"11800 Coconut Plantation Dr, Bonita Springs, Florida, 34134, US"
edf7db3e9faf8617,AJI LIMON CEVICHE Y CARBON,Neighborhood restaurant with lunchtime specials on a menu of classic Peruvian eats.,Peruvian restaurant,"1336 SE 46th Ln, Cape Coral, FL 33904",(239) 205-6587,4.6,"['Peruvian restaurant', 'Grill', 'Seafood restaurant', 'Vegan restaurant']",1227,"{'oneStar': 40, 'twoStar': 21, 'threeStar': 58, 'fourStar': 170, 'fiveStar': 938}",,,"1336 SE 46th Ln, Cape Coral, Florida, 33904, US"
08b0ffb2ab3f5549,Sails Restaurant,"Upscale European fare, seafood towers, wine & cocktails in elegant environs with an open kitchen.",Seafood restaurant,"301 5th Ave S, Naples, FL 34102, United States",+1 239-360-2000,4.7,"['Seafood restaurant', 'Restaurant', 'Steak house']",947,"{'oneStar': 20, 'twoStar': 25, 'threeStar': 28, 'fourStar': 41, 'fiveStar': 833}",,,"301 5th Ave S, Naples, Florida, 34102, US"
ff0b38134df370ed,Soluna Restaurant,,Restaurant,"403 Bayfront Pl, Naples, FL 34102",(239) 384-9436,4.9,['Restaurant'],119,"{'oneStar': 1, 'twoStar': 0, 'threeStar': 3, 'fourStar': 3, 'fiveStar': 112}",,,"403 Bayfront Pl, Naples, Florida, 34102, US"
d71dce9b9b7861e3,Columbia Restaurant,"Traditional Spanish restaurant, a branch of a long-standing local chain dating back to 1905.",Spanish restaurant,"2117 E 7th Ave, Tampa, FL 33605, United States",+1 813-248-4961,4.6,"['Spanish restaurant', 'Catering food and drink supplier', 'Cuban restaurant', 'Event venue', 'Gift shop', 'Takeout restaurant']",20511,"{'oneStar': 594, 'twoStar': 552, 'threeStar': 1133, 'fourStar': 2646, 'fiveStar': 15586}",,,"2117 E 7th Ave, Tampa, Florida, 33605, US"
24a4ab1eb7d3b4fd,La Ola Surfside Restaurant at Bell Tower,,Restaurant,"13499 S Cleveland Ave #137, Fort Myers, FL 33907",(239) 245-8737,4.5,"['Restaurant', 'American restaurant', 'Live music bar', 'Mexican restaurant']",158,"{'oneStar': 11, 'twoStar': 4, 'threeStar': 7, 'fourStar': 13, 'fiveStar': 123}",,,"13499 S Cleveland Ave #137, Fort Myers, Florida, 33907, US"
f878590094c20b72,Cielo Restaurant,Polished restaurant & bar featuring carefully sourced American cuisine & regular live piano music.,Restaurant,"1244 Periwinkle Way, Sanibel, FL 33957",(239) 472-5555,4.6,['Restaurant'],555,"{'oneStar': 22, 'twoStar': 11, 'threeStar': 26, 'fourStar': 48, 'fiveStar': 448}",,,"1244 Periwinkle Way, Sanibel, Florida, 33957, US"
6a5e51c075a7d7ba,Class Azul Restaurant,,Mexican restaurant,"3922 Del Prado Blvd S, Cape Coral, FL 33904",(239) 471-0338,4.7,"['Mexican restaurant', 'Lunch restaurant']",1025,"{'oneStar': 31, 'twoStar': 13, 'threeStar': 28, 'fourStar': 73, 'fiveStar': 880}",,,"3922 Del Prado Blvd S, Cape Coral, Florida, 33904, US"
067a6aed22223984,Indian Breeze Cape Coral - Indian Restaurant,,Indian restaurant,"1414 Cape Coral Pkwy E, Cape Coral, FL 33904",(239) 848-5756,4.9,['Indian restaurant'],327,"{'oneStar': 0, 'twoStar': 4, 'threeStar': 3, 'fourStar': 11, 'fiveStar': 309}",,,"1414 Cape Coral Pkwy E, Cape Coral, Florida, 33904, US"
78e4669be6493fc9,Doc Ford's Rum Bar & Grille,Casual destination for seafood with Caribbean & South American flavors plus rum & entertainment.,Seafood restaurant,"2500 Island Inn Rd, Sanibel, FL 33957, United States",+1 239-472-8311,4.6,"['Seafood restaurant', 'American restaurant', 'Bar & grill', 'Family restaurant', 'Restaurant', 'Sports bar', 'Tourist attraction']",4817,"{'oneStar': 85, 'twoStar': 84, 'threeStar': 248, 'fourStar': 797, 'fiveStar': 3603}",,,"2500 Island Inn Rd, Sanibel, Florida, 33957, US"
8b6eab1103988e66,Lighthouse Restaurant & Bar,"Waterfront seafood restaurant with pale woods, ceiling fans, a large dining porch & lounge.",Restaurant,"14301 Port Comfort Rd, Fort Myers, FL 33908",(239) 489-0770,4.5,"['Restaurant', 'Bar', 'Seafood restaurant', 'Steak house']",2598,"{'oneStar': 77, 'twoStar': 49, 'threeStar': 140, 'fourStar': 480, 'fiveStar': 1852}",,,"14301 Port Comfort Rd, Fort Myers, Florida, 33908, US"
8ed125c45ebaa109,Deep Lagoon Seafood and Oyster House,,Seafood restaurant,"14040 McGregor Blvd, Fort Myers, FL 33919",(239) 689-5474,4.5,"['Seafood restaurant', 'Restaurant']",3497,"{'oneStar': 127, 'twoStar': 100, 'threeStar': 193, 'fourStar': 455, 'fiveStar': 2622}",,,"14040 McGregor Blvd, Fort Myers, Florida, 33919, US"
2e92183ab38965dc,Gramma Dot's Restaurant,Breezy eatery offers a familiar menu of sandwiches & salads in an open-air setting on the docks.,Restaurant,"634 N Yachtsman Dr, Sanibel, FL 33957",(239) 472-8138,4.5,"['Restaurant', 'Seafood restaurant']",2281,"{'oneStar': 84, 'twoStar': 53, 'threeStar': 138, 'fourStar': 390, 'fiveStar': 1616}",,,"634 N Yachtsman Dr, Sanibel, Florida, 33957, US"
245673592762f1ef,Mythos Authentic Greek Cuisine,,Greek restaurant,"15271 McGregor Blvd, Fort Myers, FL 33908",(239) 689-1211,4.7,"['Greek restaurant', 'Restaurant']",349,"{'oneStar': 10, 'twoStar': 5, 'threeStar': 12, 'fourStar': 33, 'fiveStar': 289}",,,"15271 McGregor Blvd, Fort Myers, Florida, 33908, US"
da5e360735c1ee36,Sunflower Cafe,Enduring spot for traditional American & Greek comfort food & all-day breakfast in diner surrounds.,Restaurant,"11410 Summerlin Square Dr, Fort Myers Beach, FL 33931",(239) 415-4262,4.6,"['Restaurant', 'Breakfast restaurant', 'Family restaurant', 'Traditional American restaurant']",2736,"{'oneStar': 59, 'twoStar': 48, 'threeStar': 130, 'fourStar': 496, 'fiveStar': 2003}",,,"11410 Summerlin Square Dr, Fort Myers Beach, Florida, 33931, US"
9367bcbb9ee3b996,Harold's,"Warm, casual venue featuring hearty, locally sourced meat & seafood & a large wine menu.",American restaurant,"15250 S Tamiami Trl #107, Fort Myers, FL 33908",(239) 849-0622,4.8,"['American restaurant', 'Fine dining restaurant', 'Restaurant', 'Wine bar']",463,"{'oneStar': 3, 'twoStar': 6, 'threeStar': 13, 'fourStar': 24, 'fiveStar': 417}",,,"15250 S Tamiami Trl #107, Fort Myers, Florida, 33908, US"
038f372d9edf39fb,Heidi's German Restaurant,,German restaurant,"12791 Kenwood Ln, Fort Myers, FL 33907",(239) 728-5400,4.8,"['German restaurant', 'Restaurant']",402,"{'oneStar': 6, 'twoStar': 4, 'threeStar': 5, 'fourStar': 24, 'fiveStar': 363}",,,"12791 Kenwood Ln, Fort Myers, Florida, 33907, US"
6f48ce0aa98e4d63,Rumrunners,"Upscale seafood & steak restaurant with a full-service bar, patio seating & views of the water.",Restaurant,"5848 Cape Harbour Dr, Cape Coral, FL 33914",(239) 790-5786,4.3,"['Restaurant', 'American restaurant', 'Bar & grill', 'Cocktail bar', 'Fine dining restaurant', 'Seafood restaurant', 'Steak house']",4293,"{'oneStar': 207, 'twoStar': 157, 'threeStar': 333, 'fourStar': 830, 'fiveStar': 2766}",,,"5848 Cape Harbour Dr, Cape Coral, Florida, 33914, US"
533b5ce528080004,Bleu Rendezvous French Bistro,"Warm nook with an old-world atmosphere offering refined French dishes & wines, plus outdoor seating.",French restaurant,"751 Tarpon Bay Rd, Sanibel, FL 33957",(239) 565-1608,4.8,"['French restaurant', 'Fine dining restaurant', 'French steakhouse restaurant', 'Seafood restaurant', 'Wine bar']",171,"{'oneStar': 2, 'twoStar': 4, 'threeStar': 3, 'fourStar': 16, 'fiveStar': 146}",,,"751 Tarpon Bay Rd, Sanibel, Florida, 33957, US"
341ee17b507e457d,Street Eatz & Ale,,Restaurant,"5508 Avenue A, Bokeelia, FL 33922",(239) 312-4697,4.8,['Restaurant'],195,"{'oneStar': 5, 'twoStar': 0, 'threeStar': 3, 'fourStar': 19, 'fiveStar': 168}",,,"5508 Avenue A, Bokeelia, Florida, 33922, US"
0e3418222d5981df,Snug Harbor Waterfront Restaurant,,Seafood restaurant,"645 Old San Carlos Blvd, Fort Myers Beach, FL 33931",(239) 463-4343,4.6,['Seafood restaurant'],964,"{'oneStar': 34, 'twoStar': 24, 'threeStar': 24, 'fourStar': 121, 'fiveStar': 761}",,,"645 Old San Carlos Blvd, Fort Myers Beach, Florida, 33931, US"
21078e147e515dc7,The Waterfront Restaurant & Marina,A mix of classic seafood dishes offered in a casual dining room with outdoor dockside seating.,Seafood restaurant,"2131 Oleander St, St James City, FL 33956",(239) 966-5026,4.5,"['Seafood restaurant', 'Family restaurant']",1258,"{'oneStar': 45, 'twoStar': 36, 'threeStar': 82, 'fourStar': 230, 'fiveStar': 865}",,,"2131 Oleander St, St James City, Florida, 33956, US"
7cc289763121a20d,Ford's Garage Cape Coral,Auto-themed joint serving burgers & pub grub in a setup with vintage cars suspended over the bar.,American restaurant,"1719 Cape Coral Pkwy E, Cape Coral, FL 33904",(239) 540-3673,4.5,"['American restaurant', 'Bar & grill', 'Beer hall', 'Brunch restaurant', 'Catering food and drink supplier', 'Cocktail bar', 'Family restaurant', 'Hamburger restaurant', 'Lunch restaurant', 'Takeout Restaurant']",7164,"{'oneStar': 269, 'twoStar': 198, 'threeStar': 432, 'fourStar': 1289, 'fiveStar': 4976}",,,"1719 Cape Coral Pkwy E, Cape Coral, Florida, 33904, US"
4a842077a1ec26cc,Wickies Lighthouse Restaurant,,Restaurant,"362 Periwinkle Way #2, Sanibel, FL 33957",(239) 472-0011,4.8,['Restaurant'],445,"{'oneStar': 6, 'twoStar': 3, 'threeStar': 12, 'fourStar': 33, 'fiveStar': 391}",,,"362 Periwinkle Way #2, Sanibel, Florida, 33957, US"
2a34c9e4582e3b3b,Cubans Be Like Restaurant,Casual outlet in a strip mall serving up traditional Cuban fare like Churrasco steak & mojitos.,Cuban restaurant,"13300 S Cleveland Ave #21, Fort Myers, FL 33907",(239) 789-1869,4.7,['Cuban restaurant'],2424,"{'oneStar': 70, 'twoStar': 38, 'threeStar': 54, 'fourStar': 124, 'fiveStar': 2138}",,,"13300 S Cleveland Ave #21, Fort Myers, Florida, 33907, US"
