restaurant_id,restaurant_name,totalScore,review_id,reviewer_id,reviewer_name,stars,text,text_translated,published_at,likes_count,is_local_guide,review_url,review_detailed_rating,review_context,review_image_urls
3fc982cda9d9f6a0,La Mordida Restaurant Bar & Grill,4.4,Ci9DQUlRQUNvZENodHljRjlvT2pSSVQyaEJTVFZGYjBrMU1td3lTRVp5YkVOQlJIYxAB,113038213540064295564,Wynter Wonderland Productions,5,"First time. Enjoyed ourselves. Will definitely return. Loved the variety and that every dish wasn’t with rice/beans. Really enjoyed the empanadas, salchippas extremes ( I’m not a mayo fan but would’ve had a little less of that and the ketchup on the side.) adding the hot sauce was a nice added flavor burst. The Caipirinhas were a great way to end the meal.",,2025-10-16T17:47:04.438Z,0,True,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pSSVQyaEJTVFZGYjBrMU1td3lTRVp5YkVOQlJIYxAB!2m1!1s0x0:0x8f017a57f36bb710!3m1!1s2@1:CAIQACodChtycF9oOjRIT2hBSTVFb0k1MmwySEZybENBRHc%7C0cwHyNP9Gb2%7C?hl=en,"{'Food': 5, 'Service': 5, 'Atmosphere': 5}",{'Meal type': 'Dinner'},"['https://lh3.googleusercontent.com/geougc-cs/AMBA38uzkWVMZGz9yssbGvNfjYsfCprjfv8e_s69Yt0QZQbxUvz95mWwG1whDM6-LnyM-NcwePRy4Upr9uXEnJCQe7BFmATu7Cb_rCsZ-bFk159lQ4oynCft-8gME12-egyPuX1vOXEyUfqAy1Wc', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38u0GOQjh0TNPdubGQWp4648FYJXbM-Msp__Wo38nZMaagRle9p_YvIvO5q1Kb82U82TZqYLbpKdP4GVFkgJ9Bmim1tFCrWQ7b35fLnK90dj5vTaMDW2l3FGpVdlEF3fl-B6TZQLQcZ-usHd', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38sKllRlRuh_dcRxokZtB8uV790AV4qoqPzpyjol7EfJe83LvKLtfJBFu1T0DnstAZucibNXUQ9LJwur5SQonMgIixJI4E1s_Tg-rX2MyhH5jfxPNgQGki4-NJnK-sCHv0jWpEWw6M49x6g', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38t2a0CXUo3pF7c_ONkKKxGWNQHSPRhqFvGsG4gs0sb6eCcdNH5VeFR3Hq5CGfT19ZzMXsIZfDsf6Y2pYUPQ8eSzanmCNfV8LGP994XG1_ZPvMjhQmDisgaRHb_hAME1BRb-0lBtoQXbwMpz', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38s1YWz5kudnDm04sG2TfqRBnYZn0onY3S6O19YuCP8ZwUWzMerTkAm6S0qhsH2h3L7i1yiiALL28gb71aogh6vUxv-WdIfTkjGC6goSkLlKCkafb3essZXgv_xSE7PQSUlXJXNUv3HlYrY', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38usM2c_oX3EQoabzUCQoRxzoXNMS0Ryesazwu6BwglDjSeiUu4OXUT7A4qTVvd4XwRP4avfTw7tA3Xnk6Ac_ENNso3PlH540VXwsuOQIeUWr1bO8L321mhcbW86EtzSrrofw-JFUhPryLQ', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38u-j0k53SXPVRc1TBMegBXK0Je5cXwPP_kPQtvMyMTeeDT1CMNIks1Pj6_OAvEqdtv5EBvoC44gBO5phCMOMeo9ixxybERFnFPVRlWHc-pR7-_OEpTuN_TkmSIDVgvrK_-L7W9rXBu847E']"
3fc982cda9d9f6a0,La Mordida Restaurant Bar & Grill,4.4,Ci9DQUlRQUNvZENodHljRjlvT2s4NWJWWmFhMlYwV1ZWaldUSmxORkpFWlZReFowRRAB,104131942789141042457,Carlos Rojas,5,,,2025-10-13T10:19:50.151Z,0,True,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2s4NWJWWmFhMlYwV1ZWaldUSmxORkpFWlZReFowRRAB!2m1!1s0x0:0x8f017a57f36bb710!3m1!1s2@1:CAIQACodChtycF9oOk85bVZaa2V0WVVjWTJlNFJEZVQxZ0E%7C0cvC8580Os7%7C?hl=en,"{'Food': 5, 'Service': 5, 'Atmosphere': 5}",{},[]
3fc982cda9d9f6a0,La Mordida Restaurant Bar & Grill,4.4,Ci9DQUlRQUNvZENodHljRjlvT21kR2FrOWxNVGcxYzNSbWFFSjFZVzVyWkZkaVIzYxAB,111714022140254243908,Ana Patricia Perez,5,,,2025-10-11T03:51:28.416Z,0,True,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21kR2FrOWxNVGcxYzNSbWFFSjFZVzVyWkZkaVIzYxAB!2m1!1s0x0:0x8f017a57f36bb710!3m1!1s2@1:CAIQACodChtycF9oOmdGak9lMTg1c3RmaEJ1YW5rZFdiR3c%7C0cuSG-NoYYI%7C?hl=en,"{'Food': 5, 'Service': 5, 'Atmosphere': 5}","{'Meal type': 'Breakfast', 'Price per person': '$30–50', 'Wait time': 'No wait', 'Seating type': 'Indoor dining area', 'Recommendation for vegetarians': 'Highly recommend', 'Vegetarian offerings': 'Not sure', 'Parking space': 'Plenty of parking', 'Parking options': 'Free parking lot'}",[]
3fc982cda9d9f6a0,La Mordida Restaurant Bar & Grill,4.4,ChZDSUhNMG9nS0VJQ0FnSUNBaGFmWkNBEAE,101524152256069862302,Benjamìn Espino,5,,,2025-10-10T21:14:55.767Z,0,True,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNBaGFmWkNBEAE!2m1!1s0x0:0x8f017a57f36bb710!3m1!1s2@1:CIHM0ogKEICAgICAhafZCA%7CCgwIjNTe1QUQgMvjpAI%7C?hl=en,"{'Food': 5, 'Service': 5, 'Atmosphere': 5}",{},[]
3fc982cda9d9f6a0,La Mordida Restaurant Bar & Grill,4.4,Ci9DQUlRQUNvZENodHljRjlvT2xSMWRTMXRRa3hTTmpsSldXZ3hOV3RvUzNnNE1GRRAB,114501765136334750744,Jeffrey Paulin,5,"The food was served fast and hot.
Good drinks too.",,2025-10-09T18:16:01.327Z,0,False,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xSMWRTMXRRa3hTTmpsSldXZ3hOV3RvUzNnNE1GRRAB!2m1!1s0x0:0x8f017a57f36bb710!3m1!1s2@1:CAIQACodChtycF9oOlR1dS1tQkxSNjlJWWgxNWtoS3g4MFE%7C0ctzjWIXOd8%7C?hl=en,"{'Food': 5, 'Service': 5, 'Atmosphere': 5}",{},[]
3fc982cda9d9f6a0,La Mordida Restaurant Bar & Grill,4.4,Ci9DQUlRQUNvZENodHljRjlvT25KRldrbGFORk5oY3psMGREWm5OMHcxU25GYU1IYxAB,115892673471338511452,Doug White,5,Great food and service!,,2025-10-07T09:25:23.010Z,0,True,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25KRldrbGFORk5oY3psMGREWm5OMHcxU25GYU1IYxAB!2m1!1s0x0:0x8f017a57f36bb710!3m1!1s2@1:CAIQACodChtycF9oOnJFWklaNFNhczl0dDZnN0w1SnFaMHc%7C0ctCm2-de9i%7C?hl=en,"{'Food': 5, 'Service': 5, 'Atmosphere': 5}",{},[]
3fc982cda9d9f6a0,La Mordida Restaurant Bar & Grill,4.4,Ci9DQUlRQUNvZENodHljRjlvT25wMVJrRnFTRkJrUlhKSGVVVlNURjk1VFhaR1ltYxAB,114486957177931871586,Gina Medina,1,La comida  no es la mejor  no tiene bien sabor Colombiano.    Y over price para la calidad.  No lo recomiendo,The food isn't the best; it doesn't have a good Colombian flavor. And it's overpriced for the quality. I don't recommend it.,2025-10-05T22:39:56.158Z,0,False,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25wMVJrRnFTRkJrUlhKSGVVVlNURjk1VFhaR1ltYxAB!2m1!1s0x0:0x8f017a57f36bb710!3m1!1s2@1:CAIQACodChtycF9oOnp1RkFqSFBkRXJHeUVSTF95TXZGYmc%7C0csjDw8StSI%7C?hl=en,"{'Food': 1, 'Service': 3, 'Atmosphere': 3}","{'Meal type': 'Lunch', 'Price per person': '$100+', 'Noise level': 'Moderate noise', 'Wait time': 'No wait'}",[]
3fc982cda9d9f6a0,La Mordida Restaurant Bar & Grill,4.4,Ci9DQUlRQUNvZENodHljRjlvT25nNFJsRmFVbHB5VjI5Qk4xRXhNMHBDVG10eldYYxAB,116599101474605746298,Enmanuel Ortiz,1,"This is just my first experience at this place.
I paid $65 for a birthday special table reservation for 3 people  that was supposed to include the birthday table decoration, 1 bottle of Champagne and Happy Birthday singing for the birthday man  right after the dinner. This is what happened:

**The hostess took us to the wrong table in a careless way. Then she lied to us saying she didn't do it. Not even an apology. It may be normal there.

**The server came to get the order of drinks. She never mentioned anything about a birthday celebration or Champagne**

**I asked for the bottle of Champagne that was supposed to be on the table, the she brought it with almost no ice on the ice bucket**

**You would think that the server will offer to serve the Champagne. Forget it!   She just put the bucket on the table like working in Amazon's warehouse.

**The hostess told me that ""the Bday singing will only happen after we finish with dinner"". ...I shouldn't believe her. .... A server boy started to noisily play a drum bothering every guest in that place. It seems like he was calling the other servers to start singing for every Bday table one next to the other until that came to my table when we were in the middle of dinner with our mouths full of food.** The Bday ceremony was totally ruined.

The check:
They included a charge of a ""Large party"" to my bill ($13). It was a party of 3. My server never told me about it. I asked to another server and she told me that it is an automatic service charge for guests who stay dancing after dinner. A Large Party charge for a Party of 3 people.(Of course that the owner (s) and managers are  aware of it.

If you like just to get drunk and dance with good but very noisy popular music, this is the right place for you.

I don't think there was a single manager in this place that cared about excellence of service. I never saw a manager going to tables.

Food was good and I saw another server giving an excellent service to the table next to me.

I hope this was only a coincidence on my visit.

Hopefully one day I can modify this review.!",,2025-10-05T22:20:38.833Z,0,True,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25nNFJsRmFVbHB5VjI5Qk4xRXhNMHBDVG10eldYYxAB!2m1!1s0x0:0x8f017a57f36bb710!3m1!1s2@1:CAIQACodChtycF9oOng4RlFaUlpyV29BN1ExM0pCTmtzWXc%7C0csiwqlgTYr%7C?hl=en,"{'Food': 4, 'Service': 1, 'Atmosphere': 3}",{},[]
3fc982cda9d9f6a0,La Mordida Restaurant Bar & Grill,4.4,Ci9DQUlRQUNvZENodHljRjlvT2tVNFdFeEdTR3BtVjJWV2NVUm1Vbmd0VlRoRlZFRRAB,116238429115809678982,MARIA OYOLA,2,"Good ambient , friendly servers , I order a bandeja paisa … first look the avacado was bad it was just over due black why?  why? Will you serve it like that the plate goes over like minimum 2 to 3 people look at it and don’t take the avacado out !  The stake had no flavor the pork was sagging or like we call  it crujiente , the beans were salty ! over all will not ever come here again ! Will not even recommend,  I’m still sitting here while they ing me the check. we going some where ese ! My husband order the limo salteado not good !",,2025-10-04T21:03:35.174Z,0,False,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tVNFdFeEdTR3BtVjJWV2NVUm1Vbmd0VlRoRlZFRRAB!2m1!1s0x0:0x8f017a57f36bb710!3m1!1s2@1:CAIQACodChtycF9oOkU4WExGSGpmV2VWcURmUngtVThFVEE%7C0csNib9PXJH%7C?hl=en,{},{},[]
3fc982cda9d9f6a0,La Mordida Restaurant Bar & Grill,4.4,Ci9DQUlRQUNvZENodHljRjlvT21KcVVtVkNiMHhpYVhkdVVuZE5PV3R0ZG5nMmNIYxAB,115429370734486199866,Maria Ines Yepes,5,,,2025-10-04T00:16:43.953Z,0,True,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21KcVVtVkNiMHhpYVhkdVVuZE5PV3R0ZG5nMmNIYxAB!2m1!1s0x0:0x8f017a57f36bb710!3m1!1s2@1:CAIQACodChtycF9oOmJqUmVCb0xiaXduUndNOWttdng2cHc%7C0cs5Sfspezf%7C?hl=en,{},{},[]
3fc982cda9d9f6a0,La Mordida Restaurant Bar & Grill,4.4,Ci9DQUlRQUNvZENodHljRjlvT2xjMUxWOU1USGRvWjNKNVgwVkpURFJOVWs5YU5rRRAB,114436056020795942797,kokoneshi18,5,,,2025-10-03T12:16:48.724Z,0,False,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xjMUxWOU1USGRvWjNKNVgwVkpURFJOVWs5YU5rRRAB!2m1!1s0x0:0x8f017a57f36bb710!3m1!1s2@1:CAIQACodChtycF9oOlc1LV9MTHdoZ3J5X0VJTDRNUk9aNkE%7C0crvukfAEjw%7C?hl=en,"{'Food': 5, 'Service': 4, 'Atmosphere': 4}",{},[]
3fc982cda9d9f6a0,La Mordida Restaurant Bar & Grill,4.4,Ci9DQUlRQUNvZENodHljRjlvT2xKa09WTlJjRmRJVjNOcGF6RjBkR05VWkdoVFIxRRAB,117152924396914536710,Daniel Santiago,5,,,2025-10-02T14:57:12.291Z,0,True,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xKa09WTlJjRmRJVjNOcGF6RjBkR05VWkdoVFIxRRAB!2m1!1s0x0:0x8f017a57f36bb710!3m1!1s2@1:CAIQACodChtycF9oOlJkOVNRcFdIV3NpazF0dGNUZGhTR1E%7C0crdA7GLQuC%7C?hl=en,"{'Food': 5, 'Service': 5, 'Atmosphere': 5}",{},[]
